Submission ID,Rater1 Comp,Rater2 Comp,Resolved Score,System Overall,Rater1 1,Rater2 1,Rater1 2,Rater2 2,Rater1 3,Rater2 3,Rater1 4,Rater2 4,Rater1 5,Rater2 5,Rater1 6,Rater2 6,System Ideas and Content,System Organization,System Voice,System Word Choice,System Sentence Fluency,System Conventions
1402,15.0,20.0,40.0,36.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4,4,4,4,3,3
1403,18.0,15.0,33.0,38.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4,4,5,4,4,3
1404,17.0,20.0,37.0,37.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5,4,4,3,3,3
1405,22.0,20.0,42.0,37.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5,4,4,3,3,3
1406,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,3,3,3,3,3
1407,20.0,20.0,40.0,38.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4,4,4,3,3
1408,20.0,18.0,38.0,35.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5,4,5,3,3,2
1409,15.0,16.0,31.0,39.99999999999999,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5,4,5,4,4,3
1410,20.0,22.0,42.0,45.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,6,5,5,5,4,3
1411,20.0,20.0,40.0,48.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6,5,5,5,4,4
1412,17.0,18.0,35.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4,3,4,3,3,2
1413,18.0,17.0,35.0,33.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4,3,4,3,3,3
1414,15.0,18.0,33.0,42.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5,5,5,4,4,3
1415,18.0,15.0,33.0,32.99999999999999,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4,4,4,4,3,2
1416,15.0,15.0,30.0,33.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,3,4,3,3,3
1417,20.0,17.0,37.0,39.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5,4,5,4,3,3
1418,20.0,20.0,40.0,27.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,2,2,1
1419,20.0,20.0,40.0,44.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6,5,5,5,3,3
1420,17.0,18.0,35.0,39.99999999999999,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5,4,5,4,4,3
1421,18.0,17.0,35.0,30.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4,3,4,3,3,2
1422,15.0,16.0,31.0,34.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5,4,4,3,3,2
1423,20.0,20.0,40.0,34.99999999999999,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,3,3,3
1424,20.0,19.0,40.0,34.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4,3,4,3,4,3
1425,18.0,18.0,36.0,37.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4,4,5,4,3,3
1426,17.0,15.0,32.0,32.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,4,4,3,3,2
1427,15.0,16.0,31.0,30.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,3,4,3,3,2
1428,13.0,17.0,30.0,30.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3
1429,16.0,16.0,32.0,36.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4,3,4,3,3,4
1430,15.0,15.0,30.0,30.999999999999996,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,4,4,3,2,2
1431,30.0,25.0,55.0,37.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5,3,5,4,3,3
1432,25.0,20.0,45.0,47.00000000000001,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,6,5,5,4,4,4
1433,21.0,20.0,41.0,40.00000000000001,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5,4,5,5,3,3
1434,20.0,25.0,45.0,32.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4,3,3,3,3,3
1435,15.0,18.0,33.0,30.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,3,4,3,3,2
1436,30.0,30.0,60.0,49.000000000000014,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,5,5,5,5,4
1437,24.0,21.0,45.0,39.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5,4,5,4,3,3
1438,13.0,15.0,28.0,34.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4,3,4,3,4,3
1439,25.0,24.0,49.0,48.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,5,5,5,4,4
1440,17.0,16.0,33.0,36.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4,4,4,4,3,3
1441,14.0,15.0,29.0,32.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,3,4,3,2,3
1442,20.0,18.0,36.0,34.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,3,4,3,4,3
1443,20.0,20.0,40.0,39.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4,5,4,4,3
1444,20.0,18.0,40.0,40.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5,5,4,4,4,3
1445,20.0,20.0,40.0,37.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4,4,3,3,3
1446,15.0,12.0,27.0,36.99999999999999,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4,4,4,4,4,3
1447,13.0,11.0,24.0,32.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4,4,4,3,3,2
1448,17.0,15.0,32.0,34.99999999999999,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4,4,4,3,3,3
1449,17.0,16.0,33.0,39.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5,4,4,4,4,3
1450,21.0,14.0,40.0,33.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,5,4,4,3,2,2
1451,15.0,16.0,30.0,22.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4,2,3,2,2,1
1452,20.0,18.0,34.0,38.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,4,5,4,4,3
1453,15.0,20.0,35.0,36.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4,4,4,4,3,3
1454,15.0,15.0,30.0,39.99999999999999,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5,4,5,4,4,3
1455,21.0,23.0,44.0,43.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,6,5,5,4,3,3
1456,16.0,15.0,31.0,39.99999999999999,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5,4,5,4,4,3
1457,15.0,17.0,32.0,34.99999999999999,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,4,4,3,3,3
1458,20.0,20.0,40.0,39.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4,4,4,4,3
1459,15.0,17.0,32.0,32.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4,4,4,3,3,2
1460,20.0,20.0,40.0,34.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,3,3,3
1461,18.0,20.0,36.0,36.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,4,4,3,4,3
1462,20.0,23.0,43.0,39.99999999999999,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5,4,5,4,4,3
1463,20.0,18.0,36.0,38.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5,4,4,4,3,3
1464,19.0,20.0,40.0,34.99999999999999,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,3,3,3
1465,20.0,25.0,45.0,38.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5,4,4,4,3,3
1466,17.0,19.0,36.0,34.99999999999999,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,4,4,4,2,3
1467,20.0,18.0,38.0,39.99999999999999,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5,5,4,3,4,3
1468,20.0,17.0,37.0,36.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5,4,4,4,4,2
1469,20.0,16.0,36.0,39.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5,4,4,4,4,3
1470,16.0,15.0,31.0,40.99999999999999,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5,5,4,4,4,3
1471,10.0,15.0,20.0,19.999999999999996,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2,2,2,2,2,2
1472,20.0,18.0,38.0,33.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4,3,3,3
1473,15.0,18.0,32.0,19.999999999999996,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3,2,3,2,2,1
1474,17.0,20.0,37.0,37.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5,5,4,4,3,2
1475,20.0,20.0,40.0,39.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4,5,4,3,3
1476,17.0,18.0,35.0,32.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5,3,4,3,3,2
1477,20.0,20.0,40.0,32.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,3,3,2
1478,16.0,12.0,28.0,33.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4,3,4,3,3,3
1479,18.0,20.0,38.0,34.99999999999999,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,5,4,4,4,3,2
1480,20.0,16.0,36.0,38.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5,4,4,4,3,3
1481,20.0,23.0,43.0,39.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6,5,4,4,4,2
1482,15.0,19.0,34.0,37.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4,5,4,3,3,3
1483,15.0,17.0,32.0,37.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5,4,4,3,3,3
1484,19.0,25.0,50.0,41.00000000000001,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,6,5,5,5,3,2
1485,20.0,19.0,40.0,38.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4,4,4,3,3
1486,18.0,20.0,40.0,39.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5,4,5,4,4,3
1487,17.0,20.0,37.0,33.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,3,4,3,3,3
1488,18.0,18.0,36.0,33.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4,3,4,3,3,3
1489,20.0,20.0,40.0,37.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4,4,3,3,3
1490,15.0,15.0,30.0,39.99999999999999,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5,4,5,4,4,3
1491,17.0,15.0,32.0,34.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3,3,3,3,4,4
1492,23.0,21.0,44.0,30.999999999999996,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4,3,4,4,3,2
1493,17.0,20.0,37.0,39.99999999999999,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5,4,5,4,4,3
1494,22.0,20.0,42.0,38.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5,4,4,4,3,3
1495,20.0,20.0,40.0,32.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,3,3,3,3
1496,20.0,18.0,40.0,34.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5,4,4,3,3,2
1497,15.0,13.0,30.0,33.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4,3,4,3,3,3
1498,15.0,19.0,34.0,33.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4,3,4,3,3,3
1499,24.0,20.0,44.0,37.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4,3,4,3,4,4
1500,18.0,20.0,36.0,39.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5,4,5,4,3,3
1501,18.0,17.0,35.0,30.999999999999996,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4,4,3,4,2,2
1502,17.0,17.0,34.0,38.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5,4,4,4,3,3
1503,15.0,17.0,32.0,39.99999999999999,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5,4,5,4,4,3
1504,20.0,20.0,40.0,34.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,3,3,3,3
1505,15.0,19.0,34.0,39.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,5,4,5,4,3,3
1506,20.0,20.0,40.0,38.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4,5,3,3,3
1507,18.0,20.0,40.0,30.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,3,4,4,3,2
1508,20.0,17.0,37.0,39.99999999999999,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5,4,5,4,4,3
1509,18.0,20.0,38.0,38.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4,4,4,3,3
1510,14.0,15.0,29.0,19.999999999999996,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2,2,2,2,2,2
1511,15.0,19.0,34.0,34.99999999999999,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4,4,4,3,3,3
1512,17.0,15.0,32.0,32.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4,4,4,3,3,2
1513,23.0,20.0,43.0,36.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4,4,4,4,3,3
1514,20.0,17.0,37.0,34.99999999999999,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4,4,4,3,3,3
1515,13.0,19.0,34.0,24.999999999999996,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4,2,3,2,2,2
1516,15.0,14.0,29.0,42.99999999999999,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5,4,5,4,4,4
1517,18.0,12.0,30.0,30.999999999999996,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4,4,4,3,2,2
1518,24.0,23.0,47.0,40.999999999999986,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,6,4,4,4,4,3
