Submission ID,Rater1 Comp,Rater2 Comp,Resolved Score,System Overall,Rater1 1,Rater2 1,Rater1 2,Rater2 2,Rater1 3,Rater2 3,Rater1 4,Rater2 4,Rater1 5,Rater2 5,Rater1 6,Rater2 6,System Ideas and Content,System Organization,System Voice,System Word Choice,System Sentence Fluency,System Conventions
1865,20.0,25.0,45.0,30.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4,3,4.0,3,3.0,2.0
1866,20.0,20.0,40.0,37.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,5.0,4,3.0,3.0
1867,15.0,15.0,30.0,32.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4,3,5.0,3,4.0,2.0
1868,15.0,20.0,35.0,28.999999999999996,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3,3,4.0,3,4.0,2.0
1869,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
1870,22.0,20.0,42.0,23.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,2,3.0,2,2.0,2.0
1871,16.0,18.0,34.0,29.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,3,2.0,2.0
1872,17.0,16.0,33.0,24.999999999999996,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3,3,3.0,2,2.0,2.0
1873,18.0,20.0,38.0,34.99999999999999,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,3.0
1874,19.0,17.0,36.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4,3,4.0,3,3.0,2.0
1875,20.0,25.0,45.0,34.99999999999999,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4,4,4.0,3,3.0,3.0
1876,16.0,15.0,31.0,30.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4,3,4.0,3,3.0,2.0
1877,15.0,15.0,30.0,29.999999999999996,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,3,3.0,3,4.0,2.0
1878,18.0,16.0,34.0,23.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3,2,2.0,3,2.0,2.0
1879,15.0,18.0,33.0,26.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3,3,3.0,3,2.0,2.0
1880,23.0,18.0,40.0,24.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3,3,2.0,2,2.0,2.0
1881,23.0,24.0,47.0,32.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,4.0,3,3.0,2.0
1882,15.0,15.0,30.0,29.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4,3,4.0,3,2.0,2.0
1883,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
1884,15.0,17.0,32.0,30.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,3,3.0,2.0
1885,19.0,20.0,40.0,24.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3,3,2.0,2,2.0,2.0
1886,15.0,15.0,30.0,18.999999999999996,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3,2,2.0,2,2.0,1.0
1887,20.0,20.0,40.0,27.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,3,4.0,3,3.0,2.0
1888,25.0,20.0,45.0,30.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4,3,4.0,3,3.0,2.0
1889,20.0,25.0,45.0,21.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,2,2,3.0,2,2.0,2.0
1890,20.0,25.0,45.0,30.999999999999996,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,4,3,4.0,4,3.0,2.0
1891,20.0,26.0,50.0,29.0,4.0,5.0,4.0,6.0,3.0,6.0,4.0,6.0,4.0,5.0,4.0,5.0,4,3,4.0,3,2.0,2.0
1892,21.0,18.0,39.0,34.99999999999999,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4,3,5.0,4,3.0,3.0
1893,15.0,18.0,33.0,30.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4,3,4.0,3,3.0,2.0
1894,15.0,18.0,33.0,24.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3,2,3.0,3,2.0,2.0
1895,17.0,17.0,34.0,27.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3,3,4.0,3,3.0,2.0
1896,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,3.0,4,3.0,2.0
1897,15.0,18.0,33.0,30.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,3,3.0,2.0
1898,18.0,15.0,33.0,27.999999999999996,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3,3,4.0,3,3.0,2.0
1899,20.0,20.0,40.0,25.999999999999996,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,3,2.0,3,3.0,2.0
1900,20.0,18.0,36.0,27.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3,3,4.0,2,3.0,2.0
1901,20.0,17.0,37.0,30.999999999999996,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,4,3.0,3,3.0,2.0
1902,15.0,20.0,40.0,27.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3,3,4.0,3,2.0,2.0
1903,18.0,15.0,33.0,27.999999999999996,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3,3,4.0,3,3.0,2.0
1904,17.0,20.0,37.0,38.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4,4,4.0,3,3.0,4.0
1905,22.0,20.0,42.0,30.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
1906,20.0,20.0,40.0,25.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,3,3.0,2,3.0,2.0
1907,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
1908,20.0,18.0,38.0,34.99999999999999,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4,4,3.0,3,4.0,3.0
1909,15.0,16.0,31.0,30.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,3,3.0,2.0
1910,20.0,22.0,42.0,37.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4,4,5.0,4,3.0,3.0
1911,20.0,20.0,40.0,34.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,5.0,3,4.0,3.0
1912,17.0,18.0,35.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,3,3.0,2.0
1913,18.0,17.0,35.0,23.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3,2,2.0,2,3.0,2.0
1914,15.0,18.0,33.0,36.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4,4,4.0,4,3.0,3.0
1915,18.0,15.0,33.0,27.999999999999996,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4,3,3.0,3,2.0,2.0
1916,15.0,15.0,30.0,23.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2,3.0,2,2.0,2.0
1917,20.0,17.0,37.0,29.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4,3,4.0,3,2.0,2.0
1918,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
1919,20.0,20.0,40.0,37.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,5.0,4,3.0,3.0
1920,17.0,18.0,35.0,34.99999999999999,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4,4,3.0,4,3.0,3.0
1921,18.0,17.0,35.0,23.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3,3,4.0,2,2.0,1.0
1922,15.0,16.0,31.0,30.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,3,3.0,2.0
1923,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
1924,20.0,19.0,40.0,24.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3,2,3.0,3,2.0,2.0
1925,18.0,18.0,36.0,23.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3,2,3.0,2,2.0,2.0
1926,17.0,15.0,32.0,27.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,4.0,3,2.0,2.0
1927,15.0,16.0,31.0,24.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2,3.0,2,3.0,2.0
1928,13.0,17.0,30.0,21.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2,2,3.0,2,2.0,2.0
1929,16.0,16.0,32.0,27.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,4.0,3,2.0,2.0
1930,15.0,15.0,30.0,24.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2,3.0,3,2.0,2.0
1931,30.0,25.0,55.0,30.999999999999996,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,4,4,3.0,3,3.0,2.0
1932,25.0,20.0,45.0,37.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4,4,5.0,4,3.0,3.0
1933,21.0,20.0,41.0,37.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4,4,5.0,4,3.0,3.0
1934,20.0,25.0,45.0,30.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4,3,4.0,3,3.0,2.0
1935,15.0,18.0,33.0,29.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,3,2.0,2.0
1936,30.0,30.0,60.0,39.99999999999999,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5,4,5.0,4,4.0,3.0
1937,24.0,21.0,45.0,29.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4,3,4.0,3,2.0,2.0
1938,13.0,15.0,28.0,21.999999999999996,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3,2,2.0,2,2.0,2.0
1939,25.0,24.0,49.0,34.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,5.0,4,3.0,2.0
1940,17.0,16.0,33.0,27.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3,3,4.0,3,2.0,2.0
1941,14.0,15.0,29.0,24.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2,3.0,3,2.0,2.0
1942,20.0,18.0,36.0,24.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3,2,3.0,2,3.0,2.0
1943,20.0,20.0,40.0,33.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,3.0
1944,20.0,18.0,40.0,34.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,4,4.0,3,3.0,3.0
1945,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
1946,15.0,12.0,27.0,27.999999999999996,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3,3,4.0,3,3.0,2.0
1947,13.0,11.0,24.0,24.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3,2,3.0,2,3.0,2.0
1948,17.0,15.0,32.0,26.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3,3,3.0,3,2.0,2.0
1949,17.0,16.0,33.0,32.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4,4,4.0,3,3.0,2.0
1950,21.0,14.0,40.0,38.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,4,5,4.0,3,4.0,3.0
1951,15.0,16.0,30.0,21.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2,2,3.0,2,2.0,2.0
1952,20.0,18.0,34.0,27.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3,3,4.0,3,3.0,2.0
1953,15.0,20.0,35.0,30.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4,3,4.0,3,3.0,2.0
1954,15.0,15.0,30.0,33.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4,3,4.0,3,3.0,3.0
1955,21.0,23.0,44.0,34.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5,4,4.0,3,3.0,2.0
1956,16.0,15.0,31.0,30.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4,3,4.0,3,3.0,2.0
1957,15.0,17.0,32.0,27.999999999999996,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,3,3.0,3,2.0,2.0
1958,20.0,20.0,40.0,34.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,3.0,3,3.0,3.0
1959,15.0,17.0,32.0,24.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3,2,3.0,3,2.0,2.0
1960,20.0,20.0,40.0,25.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,3,3.0,2,3.0,2.0
1961,18.0,20.0,36.0,24.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,2,3.0,3,2.0,2.0
1962,20.0,23.0,43.0,33.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4,3,4.0,3,3.0,3.0
1963,20.0,18.0,36.0,36.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,4,4.0,4,3.0,3.0
1964,19.0,20.0,40.0,29.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,2.0,2.0
1965,20.0,25.0,45.0,34.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4,4,3.0,3,3.0,3.0
1966,17.0,19.0,36.0,27.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,3,4.0,3,2.0,2.0
1967,20.0,18.0,38.0,34.99999999999999,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,3.0
1968,20.0,17.0,37.0,36.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,4,5.0,3,3.0,3.0
1969,20.0,16.0,36.0,30.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4,3,4.0,3,3.0,2.0
1970,16.0,15.0,31.0,37.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4,4,5.0,4,3.0,3.0
1971,10.0,15.0,20.0,16.999999999999996,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2,2,2.0,2,2.0,1.0
1972,20.0,18.0,38.0,21.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,2,3.0,2,3.0,1.0
1973,15.0,18.0,32.0,18.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,2,2,3.0,2,2.0,1.0
1974,17.0,20.0,37.0,33.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4,3,4.0,3,3.0,3.0
1975,20.0,20.0,40.0,32.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4.0,3,3.0,2.0
1976,17.0,18.0,35.0,33.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,3,3.0,3.0
1977,20.0,20.0,40.0,34.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,5.0,4,3.0,3.0
1978,16.0,12.0,28.0,29.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4,3,4.0,3,2.0,2.0
1979,18.0,20.0,38.0,30.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4,3,4.0,3,3.0,2.0
1980,20.0,16.0,36.0,28.999999999999996,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4,3,3.0,3,3.0,2.0
1981,20.0,23.0,43.0,39.99999999999999,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5,4,5.0,4,4.0,3.0
1982,15.0,19.0,34.0,38.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4,4,4.0,3,3.0,4.0
1983,15.0,17.0,32.0,27.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3,3,4.0,3,2.0,2.0
1984,19.0,25.0,50.0,36.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5,4,5.0,4,3.0,2.0
1985,20.0,19.0,40.0,29.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,2.0,2.0
1986,18.0,20.0,40.0,27.999999999999996,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,3,3.0,3,2.0,2.0
1987,17.0,20.0,37.0,24.999999999999996,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,2,3.0,3,3.0,2.0
1988,18.0,18.0,36.0,24.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3,2,3.0,2,3.0,2.0
1989,20.0,20.0,40.0,34.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,3.0,3,3.0,3.0
1990,15.0,15.0,30.0,25.999999999999996,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3.0,2,3.0,2.0
1991,17.0,15.0,32.0,23.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2,2,2.0,2,2.0,3.0
1992,23.0,21.0,44.0,27.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3,3,4.0,3,2.0,2.0
1993,17.0,20.0,37.0,29.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4,3,4.0,3,2.0,2.0
1994,22.0,20.0,42.0,37.14285714285714,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4,4,4.0,3,3.0,
1995,20.0,20.0,40.0,24.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,3,2.0,2,2.0,2.0
1996,20.0,18.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,3,4.0,3,3.0,2.0
1997,15.0,13.0,30.0,19.999999999999996,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3,2,3.0,2,2.0,1.0
1998,15.0,19.0,34.0,24.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3,2,3.0,3,2.0,2.0
1999,24.0,20.0,44.0,29.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3,3,3.0,3,2.0,3.0
2000,18.0,20.0,36.0,23.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,2,3.0,2,2.0,2.0
2001,18.0,17.0,35.0,26.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3,3,3.0,3,2.0,2.0
2002,17.0,17.0,34.0,27.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3,3,4.0,3,2.0,2.0
2003,15.0,17.0,32.0,24.999999999999996,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3,3,2.0,2,3.0,2.0
2004,20.0,20.0,40.0,31.428571428571423,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,3,4.0,3,3.0,
2005,15.0,19.0,34.0,30.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4,3,4.0,3,3.0,2.0
2006,20.0,20.0,40.0,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,3,4.0,3,3.0,2.0
